ID,question,item,answer
109,BFS3,bf27,1
109,BFS3,bf28,4
109,BFS3,bf29,5
109,BFS3,bf30,5
109,BFS3,bf31,5
109,BFS3,bf32,2
109,BFS3,bf33,1
109,BFS2,bf12,4
109,BFS2,bf13,5
109,BFS2,bf14,3
109,BFS2,bf15,4
109,BFS2,bf16,2
109,BFS2,bf17,5
109,BFS2,bf18,1
109,BFS2,bf19,2
109,BFS2,bf20,4
109,BFS2,bf21,1
109,BFS2,bf22,5
109,BFS4,bf34,3
109,BFS4,bf35,4
109,BFS4,bf36,5
109,BFS4,bf37,1
109,BFS4,bf38,5
109,BFS4,bf39,4
109,BFS4,bf40,5
109,BFS4,bf41,2
109,BFS4,bf42,5
109,BFS4,bf43,1
109,BFS4,bf44,5
109,BFS4,o1,1
110,BO1,bo1,no
110,BO1,bo2,yes
110,BO1,bo3,no
110,BO1,bo4,no
110,BO1,bo5,no
110,BO1,bo6,
110,BO1,bo7,3
110,BO1,bo8,
110,BO2,bo20,1
110,BO2,bo21,3
110,BO2,bo22,2
110,BO2,bo23,2
110,BO2,bo24,0
110,BO2,bo25,yes
110,BO2,bo26,no
110,BO2,bo27,no
110,BFS1,bf1,1
110,BFS1,bf2,1
110,BFS1,bf3,4
110,BFS1,bf4,1
110,BFS1,bf5,5
110,BFS1,bf6,5
110,BFS1,bf7,5
110,BFS1,bf8,1
110,BFS1,bf9,4
110,BFS1,bf10,5
110,BFS1,bf11,5
110,BFS3,bf23,1
110,BFS3,bf24,4
110,BFS3,bf25,5
110,BFS3,bf26,5
110,BFS3,bf27,3
110,BFS3,bf28,1
110,BFS3,bf29,4
110,BFS3,bf30,5
110,BFS3,bf31,4
110,BFS3,bf32,5
110,BFS3,bf33,5
110,BFS2,bf12,1
110,BFS2,bf13,5
110,BFS2,bf14,4
110,BFS2,bf15,5
110,BFS2,bf16,5
110,BFS2,bf17,4
110,BFS2,bf18,1
110,BFS2,bf19,4
110,BFS2,bf20,5
110,BFS2,bf21,4
110,BFS2,bf22,5
110,BFS4,bf34,4
110,BFS4,bf35,5
110,BFS4,bf36,4
110,BFS4,bf37,1
110,BFS4,bf38,5
110,BFS4,bf39,4
110,BFS4,bf40,5
110,BFS4,bf41,4
110,BFS4,bf42,5
110,BFS4,bf43,1
110,BFS4,bf44,4
110,BFS4,o1,1
111,BO1,bo1,no
111,BO1,bo2,yes
111,BO1,bo3,no
111,BO1,bo4,no
111,BO1,bo5,no
111,BO1,bo6,
111,BO1,bo7,3
111,BO1,bo8,
111,BO2,bo20,3
111,BO2,bo21,3
111,BO2,bo22,3
111,BO2,bo23,2
111,BO2,bo24,0
111,BO2,bo25,yes
111,BO2,bo26,no
111,BO2,bo27,yes
111,BFS1,bf1,4
111,BFS1,bf2,1
111,BFS1,bf3,3
111,BFS1,bf4,1
111,BFS1,bf5,5
111,BFS1,bf6,2
111,BFS1,bf7,5
111,BFS1,bf8,1
111,BFS1,bf9,5
111,BFS1,bf10,4
111,BFS1,bf11,3
111,BFS3,bf23,1
111,BFS3,bf24,5
111,BFS3,bf25,5
111,BFS3,bf26,4
111,BFS3,bf27,1
111,BFS3,bf28,5
111,BFS3,bf29,4
111,BFS3,bf30,5
111,BFS3,bf31,1
111,BFS3,bf32,5
111,BFS3,bf33,5
111,BFS2,bf12,1
111,BFS2,bf13,5
111,BFS2,bf14,4
111,BFS2,bf15,5
111,BFS2,bf16,2
111,BFS2,bf17,5
111,BFS2,bf18,1
111,BFS2,bf19,2
111,BFS2,bf20,4
111,BFS2,bf21,1
111,BFS2,bf22,5
111,BFS4,bf34,5
111,BFS4,bf35,5
111,BFS4,bf36,1
111,BFS4,bf37,1
111,BFS4,bf38,5
111,BFS4,bf39,4
111,BFS4,bf40,5
111,BFS4,bf41,2
111,BFS4,bf42,5
111,BFS4,bf43,1
111,BFS4,bf44,5
111,BFS4,o1,4
113,BO1,bo1,no
113,BO1,bo2,no
113,BO1,bo3,no
113,BO1,bo4,no
113,BO1,bo5,no
113,BO1,bo6,
113,BO1,bo7,2
113,BO1,bo8,
113,BO2,bo20,2
113,BO2,bo21,3
113,BO2,bo22,3
113,BO2,bo23,2
113,BO2,bo24,7
113,BO2,bo25,yes
113,BO2,bo26,no
113,BO2,bo27,yes
113,BFS1,bf1,5
113,BFS1,bf2,5
113,BFS1,bf3,3
113,BFS1,bf4,2
113,BFS1,bf5,5
113,BFS1,bf6,4
113,BFS1,bf7,5
113,BFS1,bf8,1
113,BFS1,bf9,1
113,BFS1,bf10,3
113,BFS1,bf11,5
113,BFS3,bf23,1
113,BFS3,bf24,5
113,BFS3,bf25,4
113,BFS3,bf26,3
113,BFS3,bf27,4
113,BFS3,bf28,4
113,BFS3,bf29,5
113,BFS3,bf30,3
113,BFS3,bf31,4
113,BFS3,bf32,4
113,BFS3,bf33,4
113,BFS2,bf12,1
113,BFS2,bf13,5
113,BFS2,bf14,3
113,BFS2,bf15,5
113,BFS2,bf16,3
113,BFS2,bf17,2
113,BFS2,bf18,1
113,BFS2,bf19,1
113,BFS2,bf20,4
113,BFS2,bf21,2
113,BFS2,bf22,5
113,BFS4,bf34,5
113,BFS4,bf35,4
113,BFS4,bf36,4
113,BFS4,bf37,5
113,BFS4,bf38,5
113,BFS4,bf39,4
113,BFS4,bf40,4
113,BFS4,bf41,4
113,BFS4,bf42,5
113,BFS4,bf43,1
113,BFS4,bf44,3
113,BFS4,o1,1
114,BO1,bo1,no
114,BO1,bo2,no
114,BO1,bo3,no
114,BO1,bo4,no
114,BO1,bo5,no
114,BO1,bo6,
114,BO1,bo7,2
114,BO1,bo8,investment
114,BO2,bo20,1
114,BO2,bo21,3
114,BO2,bo22,2
114,BO2,bo23,2
114,BO2,bo24,0
114,BO2,bo25,no
114,BO2,bo26,no
114,BO2,bo27,no
114,BFS1,bf1,4
114,BFS1,bf2,3
114,BFS1,bf3,2
114,BFS1,bf4,4
114,BFS1,bf5,5
114,BFS1,bf6,4
114,BFS1,bf7,5
114,BFS1,bf8,4
114,BFS1,bf9,2
114,BFS1,bf10,2
114,BFS1,bf11,5
114,BFS3,bf23,1
114,BFS3,bf24,5
114,BFS3,bf25,4
114,BFS3,bf26,3
114,BFS3,bf27,4
114,BFS3,bf28,5
114,BFS3,bf29,5
114,BFS3,bf30,5
114,BFS3,bf31,2
114,BFS3,bf32,4
114,BFS3,bf33,5
114,BFS2,bf12,2
114,BFS2,bf13,4
114,BFS2,bf14,4
114,BFS2,bf15,5
114,BFS2,bf16,4
114,BFS2,bf17,3
114,BFS2,bf18,2
114,BFS2,bf19,1
114,BFS2,bf20,4
114,BFS2,bf21,2
114,BFS2,bf22,5
114,BFS4,bf34,4
114,BFS4,bf35,5
114,BFS4,bf36,4
114,BFS4,bf37,2
114,BFS4,bf38,3
114,BFS4,bf39,2
114,BFS4,bf40,5
114,BFS4,bf41,2
114,BFS4,bf42,5
114,BFS4,bf43,2
114,BFS4,bf44,3
114,BFS4,o1,1
115,BO1,bo1,yes
115,BO1,bo2,yes
115,BO1,bo3,no
115,BO1,bo4,no
115,BO1,bo5,no
115,BO1,bo6,
115,BO1,bo7,2
115,BO1,bo8,
115,BO2,bo20,2
115,BO2,bo21,3
115,BO2,bo22,2
115,BO2,bo23,2
115,BO2,bo24,10
115,BO2,bo25,yes
115,BO2,bo26,no
115,BO2,bo27,yes
115,BFS1,bf1,1
115,BFS1,bf2,1
115,BFS1,bf3,4
115,BFS1,bf4,2
115,BFS1,bf5,5
115,BFS1,bf6,5
115,BFS1,bf7,1
115,BFS1,bf8,1
115,BFS1,bf9,5
115,BFS1,bf10,1
115,BFS1,bf11,5
115,BFS3,bf23,1
115,BFS3,bf24,5
115,BFS3,bf25,4
115,BFS3,bf26,5
115,BFS3,bf27,2
115,BFS3,bf28,5
115,BFS3,bf29,1
115,BFS3,bf30,5
115,BFS3,bf31,1
115,BFS3,bf32,5
115,BFS3,bf33,5
115,BFS2,bf12,1
115,BFS2,bf13,5
115,BFS2,bf14,2
115,BFS2,bf15,5
115,BFS2,bf16,5
115,BFS2,bf17,5
115,BFS2,bf18,1
115,BFS2,bf19,1
115,BFS2,bf20,4
115,BFS2,bf21,1
115,BFS2,bf22,5
115,BFS4,bf34,4
115,BFS4,bf35,4
115,BFS4,bf36,5
115,BFS4,bf37,1
115,BFS4,bf38,5
115,BFS4,bf39,1
115,BFS4,bf40,5
115,BFS4,bf41,1
115,BFS4,bf42,5
115,BFS4,bf43,2
115,BFS4,bf44,4
115,BFS4,o1,1
116,BO1,bo1,yes
116,BO1,bo2,yes
116,BO1,bo3,no
116,BO1,bo4,yes
116,BO1,bo5,no
116,BO1,bo6,
116,BO1,bo7,3
116,BO1,bo8,
116,BO2,bo20,3
116,BO2,bo21,3
116,BO2,bo22,1
116,BO2,bo23,2
116,BO2,bo24,10
116,BO2,bo25,no
116,BO2,bo26,no
116,BO2,bo27,yes
116,BFS1,bf1,4
116,BFS1,bf2,4
116,BFS1,bf3,5
116,BFS1,bf4,2
116,BFS1,bf5,5
116,BFS1,bf6,5
116,BFS1,bf7,5
116,BFS1,bf8,1
116,BFS1,bf9,1
116,BFS1,bf10,4
116,BFS1,bf11,5
116,BFS3,bf23,1
116,BFS3,bf24,5
116,BFS3,bf25,5
116,BFS3,bf26,4
116,BFS3,bf27,2
116,BFS3,bf28,4
116,BFS3,bf29,4
116,BFS3,bf30,5
116,BFS3,bf31,2
116,BFS3,bf32,5
116,BFS3,bf33,5
116,BFS2,bf12,1
116,BFS2,bf13,5
116,BFS2,bf14,4
116,BFS2,bf15,5
116,BFS2,bf16,5
116,BFS2,bf17,5
116,BFS2,bf18,1
116,BFS2,bf19,1
116,BFS2,bf20,5
116,BFS2,bf21,4
116,BFS2,bf22,5
116,BFS4,bf34,2
116,BFS4,bf35,5
116,BFS4,bf36,4
116,BFS4,bf37,5
116,BFS4,bf38,5
116,BFS4,bf39,2
116,BFS4,bf40,5
116,BFS4,bf41,4
116,BFS4,bf42,5
116,BFS4,bf43,2
116,BFS4,bf44,5
116,BFS4,o1,2
117,BO1,bo1,no
117,BO1,bo2,no
117,BO1,bo3,no
117,BO1,bo4,no
117,BO1,bo5,no
117,BO1,bo6,
117,BO1,bo7,2
117,BO1,bo8,
117,BO2,bo20,3
117,BO2,bo21,3
117,BO2,bo22,3
117,BO2,bo23,2
117,BO2,bo24,5
117,BO2,bo25,yes
117,BO2,bo26,no
117,BO2,bo27,yes
117,BFS1,bf1,4
117,BFS1,bf2,4
117,BFS1,bf3,5
117,BFS1,bf4,1
117,BFS1,bf5,5
117,BFS1,bf6,5
117,BFS1,bf7,5
117,BFS1,bf8,1
117,BFS1,bf9,5
117,BFS1,bf10,5
117,BFS1,bf11,5
117,BFS3,bf23,1
117,BFS3,bf24,5
117,BFS3,bf25,5
117,BFS3,bf26,5
117,BFS3,bf27,2
117,BFS3,bf28,5
117,BFS3,bf29,5
117,BFS3,bf30,5
117,BFS3,bf31,1
117,BFS3,bf32,5
117,BFS3,bf33,5
117,BFS2,bf12,1
117,BFS2,bf13,5
117,BFS2,bf14,2
117,BFS2,bf15,5
117,BFS2,bf16,5
117,BFS2,bf17,5
117,BFS2,bf18,1
117,BFS2,bf19,1
117,BFS2,bf20,5
117,BFS2,bf21,5
117,BFS2,bf22,5
117,BFS4,bf34,1
117,BFS4,bf35,5
117,BFS4,bf36,5
117,BFS4,bf37,1
117,BFS4,bf38,5
117,BFS4,bf39,1
117,BFS4,bf40,5
117,BFS4,bf41,1
117,BFS4,bf42,5
117,BFS4,bf43,1
117,BFS4,bf44,5
117,BFS4,o1,5
118,BO1,bo1,yes
118,BO1,bo2,no
118,BO1,bo3,no
118,BO1,bo4,no
118,BO1,bo5,no
118,BO1,bo6,
118,BO1,bo7,3
118,BO1,bo8,
118,BO2,bo20,3
118,BO2,bo21,3
118,BO2,bo22,2
118,BO2,bo23,2
118,BO2,bo24,1
118,BO2,bo25,yes
118,BO2,bo26,no
118,BO2,bo27,yes
118,BFS1,bf1,4
118,BFS1,bf2,2
118,BFS1,bf3,4
118,BFS1,bf4,3
118,BFS1,bf5,4
118,BFS1,bf6,1
118,BFS1,bf7,5
118,BFS1,bf8,1
118,BFS1,bf9,4
118,BFS1,bf10,5
118,BFS1,bf11,4
118,BFS3,bf23,1
118,BFS3,bf24,4
118,BFS3,bf25,4
118,BFS3,bf26,4
118,BFS3,bf27,2
118,BFS3,bf28,4
118,BFS3,bf29,3
118,BFS3,bf30,4
118,BFS3,bf31,4
118,BFS3,bf32,5
118,BFS3,bf33,5
118,BFS2,bf12,1
118,BFS2,bf13,5
118,BFS2,bf14,3
118,BFS2,bf15,5
118,BFS2,bf16,3
118,BFS2,bf17,5
118,BFS2,bf18,1
118,BFS2,bf19,2
118,BFS2,bf20,4
118,BFS2,bf21,2
118,BFS2,bf22,5
118,BFS4,bf34,4
118,BFS4,bf35,4
118,BFS4,bf36,4
118,BFS4,bf37,1
118,BFS4,bf38,5
118,BFS4,bf39,1
118,BFS4,bf40,4
118,BFS4,bf41,2
118,BFS4,bf42,5
118,BFS4,bf43,1
118,BFS4,bf44,4
118,BFS4,o1,2
119,BO1,bo1,no
119,BO1,bo2,yes
119,BO1,bo3,no
119,BO1,bo4,no
119,BO1,bo5,no
119,BO1,bo6,
119,BO1,bo7,2
119,BO1,bo8,
119,BO2,bo20,1
119,BO2,bo21,3
119,BO2,bo22,2
119,BO2,bo23,2
119,BO2,bo24,5
119,BO2,bo25,no
119,BO2,bo26,no
119,BO2,bo27,no
119,BFS1,bf1,5
119,BFS1,bf2,1
119,BFS1,bf3,3
119,BFS1,bf4,2
119,BFS1,bf5,5
119,BFS1,bf6,2
119,BFS1,bf7,5
119,BFS1,bf8,1
119,BFS1,bf9,1
119,BFS1,bf10,2
119,BFS1,bf11,5
119,BFS3,bf23,1
119,BFS3,bf24,5
119,BFS3,bf25,5
119,BFS3,bf26,4
119,BFS3,bf27,2
119,BFS3,bf28,4
119,BFS3,bf29,2
119,BFS3,bf30,4
119,BFS3,bf31,1
119,BFS3,bf32,5
119,BFS3,bf33,5
119,BFS2,bf12,1
119,BFS2,bf13,5
119,BFS2,bf14,4
119,BFS2,bf15,5
119,BFS2,bf16,2
119,BFS2,bf17,5
119,BFS2,bf18,1
119,BFS2,bf19,2
119,BFS2,bf20,5
119,BFS2,bf21,2
119,BFS2,bf22,2
119,BFS4,bf34,4
119,BFS4,bf35,4
119,BFS4,bf36,5
119,BFS4,bf37,1
119,BFS4,bf38,5
